grid,positionOrder,laps_pct,driver_age,driver_championship_position,driver_championship_wins
0.7083333333333333,0.7391304347826086,0.9473684210526316,0.27078802940871904,0.6923076923076924,0.0
0.29166666666666663,0.3913043478260869,0.9857142857142858,0.5951123537330434,0.2307692307692308,0.0
0.3333333333333333,0.8260869565217391,0.0641025641025641,0.4823444133788961,0.7307692307692308,0.0
0.7916666666666666,0.8260869565217391,0.0,0.1746919333126229,0.7307692307692308,0.0
0.5,0.21739130434782608,1.0,0.44485865175520334,0.11538461538461539,0.05263157894736842
0.375,0.34782608695652173,1.0,0.3873873873873874,0.5000000000000001,0.05263157894736842
0.4583333333333333,0.8260869565217391,0.0,0.1900176038107072,0.7307692307692308,0.0
0.5,0.4782608695652174,0.863013698630137,0.5679817748783265,0.576923076923077,0.0
0.25,0.21739130434782608,1.0,0.406440923682303,0.19230769230769232,0.10526315789473684
0.7083333333333333,0.6086956521739131,1.0,0.22263642953298102,0.5384615384615385,0.0
0.7916666666666666,0.782608695652174,0.2321428571428571,0.314590452521487,0.7307692307692308,0.0
0.29166666666666663,0.782608695652174,0.6567164179104478,0.35911773842808326,0.34615384615384615,0.0
0.375,0.8260869565217391,0.2285714285714285,0.3587035311173241,0.2307692307692308,0.0
0.375,0.6086956521739131,0.9859154929577464,0.37672154913534217,0.3076923076923077,0.05263157894736842
0.4583333333333333,0.17391304347826086,1.0,0.2773117945531738,0.15384615384615385,0.0
0.41666666666666663,0.4782608695652174,0.986842105263158,0.3303303303303302,0.6153846153846154,0.0
0.41666666666666663,0.30434782608695654,1.0,0.23671947809878846,0.5384615384615385,0.0
0.25,0.26086956521739135,0.9857142857142858,0.3534223879051466,0.42307692307692313,0.0
0.16666666666666666,0.30434782608695654,1.0,0.3134513824168996,0.3076923076923077,0.0
0.125,0.0,1.0,0.6013254633944289,0.0,0.2631578947368421
0.41666666666666663,0.9130434782608696,0.5373134328358209,0.6737081909495701,0.3076923076923077,0.0
0.29166666666666663,0.08695652173913043,1.0,0.3238065651858755,0.2692307692307693,0.0
0.16666666666666666,0.4782608695652174,0.9871794871794872,0.5634254944599772,0.2307692307692308,0.05263157894736842
0.9166666666666666,0.9130434782608696,0.1044776119402985,0.3016464740602671,0.7692307692307693,0.0
0.3333333333333333,0.17391304347826086,0.9857142857142858,0.27244485865175516,0.42307692307692313,0.0
0.20833333333333331,0.08695652173913043,1.0,0.5161023092057575,0.19230769230769232,0.0
0.6666666666666666,0.6521739130434783,1.0,0.2158020089054571,0.6153846153846154,0.0
0.7083333333333333,0.5652173913043479,0.9848484848484848,0.19115667391529478,0.3846153846153847,0.0
0.6666666666666666,0.3913043478260869,1.0,0.33416174795485143,0.576923076923077,0.0
0.041666666666666664,0.08695652173913043,1.0,0.3121052086569328,0.07692307692307693,0.0
0.20833333333333331,0.13043478260869565,1.0,0.4804804804804803,0.07692307692307693,0.05263157894736842
0.16666666666666666,0.21739130434782608,1.0,0.5700528114321217,0.2307692307692308,0.05263157894736842
0.08333333333333333,0.043478260869565216,1.0,0.6372579476027753,0.038461538461538464,0.10526315789473684
0.375,0.34782608695652173,0.9857142857142858,0.6751579165372268,0.3846153846153847,0.0
0.20833333333333331,0.26086956521739135,0.9848484848484848,0.5027441234337786,0.19230769230769232,0.0
0.041666666666666664,0.0,1.0,0.48907528217873053,0.038461538461538464,0.2631578947368421
0.6666666666666666,0.17391304347826086,1.0,0.5975975975975976,0.3846153846153847,0.0
0.4583333333333333,0.4782608695652174,1.0,0.2562907735321528,0.5384615384615385,0.0
0.8333333333333333,0.4782608695652174,0.981132075471698,0.018121569845707675,0.42307692307692313,0.0
0.5,0.5652173913043479,0.984126984126984,0.3863518691104899,0.5384615384615385,0.0
0.3333333333333333,0.34782608695652173,1.0,0.09205757481619536,0.3076923076923077,0.0
0.41666666666666663,0.5217391304347826,1.0,0.6048462255358806,0.34615384615384615,0.0
0.25,0.5217391304347826,0.711864406779661,0.16723620171896036,0.19230769230769232,0.0
0.125,0.17391304347826086,0.9859154929577464,0.15760588174381274,0.11538461538461539,0.0
0.625,0.26086956521739135,0.9846153846153848,0.5143419281350314,0.5000000000000001,0.0
0.625,0.4782608695652174,1.0,0.12250181215698452,0.34615384615384615,0.0
0.8333333333333333,0.5217391304347826,0.9818181818181818,0.09909909909909909,0.6538461538461539,0.0
0.625,0.5217391304347826,0.9859154929577464,0.5074039556798178,0.46153846153846156,0.0
0.29166666666666663,0.21739130434782608,1.0,0.3084808946877913,0.34615384615384615,0.0
0.20833333333333331,0.17391304347826086,1.0,0.36325981153567377,0.11538461538461539,0.05263157894736842
0.25,0.3913043478260869,1.0,0.4576990783887336,0.19230769230769232,0.0
0.041666666666666664,0.6956521739130435,0.8181818181818182,0.22149735942839388,0.11538461538461539,0.15789473684210525
