grid,positionOrder,points,laps,quali_position,driver_season_points,constructor_race_points,total_pit_stops
-0.16666666666666666,-0.4166666666666667,1.0,-0.20930232558139536,-1.625,0.0625,1.2,0.0
-0.3333333333333333,-0.3333333333333333,0.5,-0.20930232558139536,-1.875,1.0,0.2,0.0
0.16666666666666666,-0.25,0.0,-0.20930232558139536,-1.125,0.75,0.0,0.0
-0.6666666666666666,-0.16666666666666666,0.0,-0.23255813953488372,-2.375,2.5,1.2,0.0
0.25,-0.08333333333333333,0.0,-0.23255813953488372,-1.0,0.1875,0.2,0.0
0.3333333333333333,0.0,0.0,-0.23255813953488372,-0.875,0.375,0.0,0.0
0.5833333333333334,0.08333333333333333,0.0,-0.23255813953488372,-0.5,-0.1875,0.0,0.0
0.6666666666666666,0.16666666666666666,0.0,-0.23255813953488372,-0.375,0.3125,0.0,0.0
0.5,0.25,0.0,-0.23255813953488372,-0.625,0.0,0.0,0.0
0.0,0.3333333333333333,0.0,-0.23255813953488372,-1.375,1.4375,0.0,0.0
0.75,0.4166666666666667,0.0,-0.23255813953488372,-0.25,-0.1875,0.0,0.0
-0.5833333333333334,0.5,0.0,-0.2558139534883721,-2.25,3.375,2.0,0.0
0.4166666666666667,0.5833333333333334,0.0,-0.7906976744186046,-0.75,0.5,0.0,0.0
0.08333333333333333,0.6666666666666666,0.0,-0.9302325581395349,-1.25,0.625,1.0,0.0
-0.8333333333333334,-0.9166666666666666,5.0,0.0,-2.625,1.25,2.0,0.0
-0.75,-0.8333333333333334,4.0,0.0,-2.5,3.0,2.0,0.0
0.0,-0.75,3.0,0.0,-1.375,3.8125,2.0,0.0
-0.25,-0.6666666666666666,2.5,0.0,-1.75,1.5625,1.0,0.0
-0.08333333333333333,-0.5833333333333334,2.0,0.0,-1.5,3.125,2.0,0.0
-0.4166666666666667,-0.5,1.5,0.0,-2.0,4.625,0.6,0.0
0.3333333333333333,-0.4166666666666667,1.0,0.0,-0.875,4.6875,2.0,0.0
-0.6666666666666666,-0.3333333333333333,0.5,0.0,-2.375,1.0625,0.2,0.0
0.25,-0.25,0.0,0.0,-1.0,3.375,0.6,0.0
0.5,-0.16666666666666666,0.0,0.0,-0.625,0.625,1.0,0.0
-0.16666666666666666,-0.08333333333333333,0.0,0.0,-1.625,0.75,0.0,0.0
0.5833333333333334,0.0,0.0,0.0,-0.5,0.3125,0.0,0.0
-0.3333333333333333,0.08333333333333333,0.0,0.0,-1.875,1.4375,0.0,0.0
-0.5,0.16666666666666666,0.0,0.0,-2.125,0.375,0.0,0.0
0.6666666666666666,0.25,0.0,0.0,-0.375,0.0,0.0,0.0
0.16666666666666666,0.3333333333333333,0.0,-0.023255813953488372,-1.125,0.1875,0.2,0.0
0.4166666666666667,0.4166666666666667,0.0,-0.023255813953488372,-0.75,0.5,0.0,0.0
-0.5833333333333334,0.5,0.0,-0.023255813953488372,-2.25,0.0625,2.0,0.0
0.75,0.5833333333333334,0.0,-0.046511627906976744,-0.25,-0.1875,0.0,0.0
0.08333333333333333,0.6666666666666666,0.0,-0.9767441860465116,-1.25,-0.1875,0.0,0.0
0.3333333333333333,-0.9166666666666666,5.0,0.18604651162790697,-0.875,2.1875,2.0,0.0
-0.25,-0.8333333333333334,4.0,0.18604651162790697,-1.625,0.875,1.8,0.0
-0.75,-0.75,3.0,0.18604651162790697,-2.5,5.0625,1.2,0.0
-0.3333333333333333,-0.6666666666666666,2.5,0.18604651162790697,-1.75,1.0625,1.0,0.0
-0.4166666666666667,-0.5833333333333334,2.0,0.18604651162790697,-1.875,1.5,0.8,0.0
